CURRENCY,BASE,VALID_FROM,VALID_TO,RATE
TRY,EUR,2025-03-02 00:00:01.000 +0100,2025-03-03 00:00:01.000 +0100,38.0186
USD,EUR,2025-03-02 00:00:01.000 +0100,2025-03-03 00:00:01.000 +0100,1.0411
CZK,EUR,2025-03-02 00:00:01.000 +0100,2025-03-03 00:00:01.000 +0100,25.0290
RON,EUR,2025-03-02 00:00:01.000 +0100,2025-03-03 00:00:01.000 +0100,4.9768
GBP,EUR,2025-03-02 00:00:01.000 +0100,2025-03-03 00:00:01.000 +0100,0.8261
INR,EUR,2025-03-02 00:00:01.000 +0100,2025-03-03 00:00:01.000 +0100,90.9710
RSD,EUR,2025-03-02 00:00:01.000 +0100,2025-03-03 00:00:01.000 +0100,117.1850
BGN,EUR,2025-03-02 00:00:01.000 +0100,2025-03-03 00:00:01.000 +0100,1.9558
HUF,EUR,2025-03-02 00:00:01.000 +0100,2025-03-03 00:00:01.000 +0100,399.5000
HRK,EUR,2025-03-02 00:00:01.000 +0100,2025-03-03 00:00:01.000 +0100,7.5345
NOK,EUR,2025-03-02 00:00:01.000 +0100,2025-03-03 00:00:01.000 +0100,11.7245
MKD,EUR,2025-03-02 00:00:01.000 +0100,2025-03-03 00:00:01.000 +0100,61.3350
RUB,EUR,2025-03-01 00:00:01.000 +0100,2025-03-02 00:00:01.000 +0100,117.2010
BGN,EUR,2025-03-01 00:00:01.000 +0100,2025-03-02 00:00:01.000 +0100,1.9558
CLP,EUR,2025-03-01 00:00:01.000 +0100,2025-03-02 00:00:01.000 +0100,995.5400
NOK,EUR,2025-03-01 00:00:01.000 +0100,2025-03-02 00:00:01.000 +0100,11.7245
GBP,EUR,2025-03-01 00:00:01.000 +0100,2025-03-02 00:00:01.000 +0100,0.8261
MKD,EUR,2025-03-01 00:00:01.000 +0100,2025-03-02 00:00:01.000 +0100,61.5150
TRY,EUR,2025-03-01 00:00:01.000 +0100,2025-03-02 00:00:01.000 +0100,38.0186
RSD,EUR,2025-03-01 00:00:01.000 +0100,2025-03-02 00:00:01.000 +0100,117.2100
SEK,EUR,2025-03-01 00:00:01.000 +0100,2025-03-02 00:00:01.000 +0100,11.1880
BAM,EUR,2025-03-01 00:00:01.000 +0100,2025-03-02 00:00:01.000 +0100,1.9612
ALL,EUR,2025-03-01 00:00:01.000 +0100,2025-03-02 00:00:01.000 +0100,99.3050
UAH,EUR,2025-03-01 00:00:01.000 +0100,2025-03-02 00:00:01.000 +0100,43.2411
USD,EUR,2025-03-01 00:00:01.000 +0100,2025-03-02 00:00:01.000 +0100,1.0411
CZK,EUR,2025-03-01 00:00:01.000 +0100,2025-03-02 00:00:01.000 +0100,25.0290
PLN,EUR,2025-03-01 00:00:01.000 +0100,2025-03-02 00:00:01.000 +0100,4.1503
HRK,EUR,2025-03-01 00:00:01.000 +0100,2025-03-02 00:00:01.000 +0100,7.5345
CAD,EUR,2025-03-01 00:00:01.000 +0100,2025-03-02 00:00:01.000 +0100,1.5019
MXN,EUR,2025-03-01 00:00:01.000 +0100,2025-03-02 00:00:01.000 +0100,21.2191
RON,EUR,2025-03-01 00:00:01.000 +0100,2025-03-02 00:00:01.000 +0100,4.9768
DKK,EUR,2025-03-01 00:00:01.000 +0100,2025-03-02 00:00:01.000 +0100,7.4583
BRL,EUR,2025-03-01 00:00:01.000 +0100,2025-03-02 00:00:01.000 +0100,6.0712
INR,EUR,2025-03-01 00:00:01.000 +0100,2025-03-02 00:00:01.000 +0100,90.9710
CHF,EUR,2025-03-01 00:00:01.000 +0100,2025-03-02 00:00:01.000 +0100,0.9394
HUF,EUR,2025-03-01 00:00:01.000 +0100,2025-03-02 00:00:01.000 +0100,399.5000
RUB,EUR,2025-02-28 00:00:01.000 +0100,2025-03-01 00:00:01.000 +0100,117.2010
DKK,EUR,2025-02-28 00:00:01.000 +0100,2025-03-01 00:00:01.000 +0100,7.4584
USD,EUR,2025-02-28 00:00:01.000 +0100,2025-03-01 00:00:01.000 +0100,1.0477
BGN,EUR,2025-02-28 00:00:01.000 +0100,2025-03-01 00:00:01.000 +0100,1.9558
HUF,EUR,2025-02-28 00:00:01.000 +0100,2025-03-01 00:00:01.000 +0100,399.4300
PLN,EUR,2025-02-28 00:00:01.000 +0100,2025-03-01 00:00:01.000 +0100,4.1308
BAM,EUR,2025-02-28 00:00:01.000 +0100,2025-03-01 00:00:01.000 +0100,1.9608
CLP,EUR,2025-02-28 00:00:01.000 +0100,2025-03-01 00:00:01.000 +0100,991.5600
CZK,EUR,2025-02-28 00:00:01.000 +0100,2025-03-01 00:00:01.000 +0100,24.9870
GBP,EUR,2025-02-28 00:00:01.000 +0100,2025-03-01 00:00:01.000 +0100,0.8267
HRK,EUR,2025-02-28 00:00:01.000 +0100,2025-03-01 00:00:01.000 +0100,7.5345
RON,EUR,2025-02-28 00:00:01.000 +0100,2025-03-01 00:00:01.000 +0100,4.9763
ALL,EUR,2025-02-28 00:00:01.000 +0100,2025-03-01 00:00:01.000 +0100,99.2500
NOK,EUR,2025-02-28 00:00:01.000 +0100,2025-03-01 00:00:01.000 +0100,11.7015
RSD,EUR,2025-02-28 00:00:01.000 +0100,2025-03-01 00:00:01.000 +0100,117.1700
CAD,EUR,2025-02-28 00:00:01.000 +0100,2025-03-01 00:00:01.000 +0100,1.5040
SEK,EUR,2025-02-28 00:00:01.000 +0100,2025-03-01 00:00:01.000 +0100,11.1590
INR,EUR,2025-02-28 00:00:01.000 +0100,2025-03-01 00:00:01.000 +0100,91.3110
CHF,EUR,2025-02-28 00:00:01.000 +0100,2025-03-01 00:00:01.000 +0100,0.9407
MXN,EUR,2025-02-28 00:00:01.000 +0100,2025-03-01 00:00:01.000 +0100,21.3501
MKD,EUR,2025-02-28 00:00:01.000 +0100,2025-03-01 00:00:01.000 +0100,61.5250
UAH,EUR,2025-02-28 00:00:01.000 +0100,2025-03-01 00:00:01.000 +0100,43.2370
TRY,EUR,2025-02-28 00:00:01.000 +0100,2025-03-01 00:00:01.000 +0100,38.1682
BRL,EUR,2025-02-28 00:00:01.000 +0100,2025-03-01 00:00:01.000 +0100,6.0825
ALL,EUR,2025-02-27 00:00:01.000 +0100,2025-02-28 00:00:01.000 +0100,99.0950
RUB,EUR,2025-02-27 00:00:01.000 +0100,2025-02-28 00:00:01.000 +0100,117.2010
INR,EUR,2025-02-27 00:00:01.000 +0100,2025-02-28 00:00:01.000 +0100,91.3495
BRL,EUR,2025-02-27 00:00:01.000 +0100,2025-02-28 00:00:01.000 +0100,6.0329
SEK,EUR,2025-02-27 00:00:01.000 +0100,2025-02-28 00:00:01.000 +0100,11.1430
DKK,EUR,2025-02-27 00:00:01.000 +0100,2025-02-28 00:00:01.000 +0100,7.4584
NOK,EUR,2025-02-27 00:00:01.000 +0100,2025-02-28 00:00:01.000 +0100,11.6895
RSD,EUR,2025-02-27 00:00:01.000 +0100,2025-02-28 00:00:01.000 +0100,117.1500
RON,EUR,2025-02-27 00:00:01.000 +0100,2025-02-28 00:00:01.000 +0100,4.9773
CLP,EUR,2025-02-27 00:00:01.000 +0100,2025-02-28 00:00:01.000 +0100,990.8650
UAH,EUR,2025-02-27 00:00:01.000 +0100,2025-02-28 00:00:01.000 +0100,43.7836
TRY,EUR,2025-02-27 00:00:01.000 +0100,2025-02-28 00:00:01.000 +0100,38.2126
CZK,EUR,2025-02-27 00:00:01.000 +0100,2025-02-28 00:00:01.000 +0100,24.9480
CHF,EUR,2025-02-27 00:00:01.000 +0100,2025-02-28 00:00:01.000 +0100,0.9392
PLN,EUR,2025-02-27 00:00:01.000 +0100,2025-02-28 00:00:01.000 +0100,4.1440
GBP,EUR,2025-02-27 00:00:01.000 +0100,2025-02-28 00:00:01.000 +0100,0.8287
CAD,EUR,2025-02-27 00:00:01.000 +0100,2025-02-28 00:00:01.000 +0100,1.5054
BAM,EUR,2025-02-27 00:00:01.000 +0100,2025-02-28 00:00:01.000 +0100,1.9607
BGN,EUR,2025-02-27 00:00:01.000 +0100,2025-02-28 00:00:01.000 +0100,1.9558
HUF,EUR,2025-02-27 00:00:01.000 +0100,2025-02-28 00:00:01.000 +0100,400.3000
USD,EUR,2025-02-27 00:00:01.000 +0100,2025-02-28 00:00:01.000 +0100,1.0487
MKD,EUR,2025-02-27 00:00:01.000 +0100,2025-02-28 00:00:01.000 +0100,61.6200
HRK,EUR,2025-02-27 00:00:01.000 +0100,2025-02-28 00:00:01.000 +0100,7.5345
MXN,EUR,2025-02-27 00:00:01.000 +0100,2025-02-28 00:00:01.000 +0100,21.4685
MKD,EUR,2025-02-26 00:00:01.000 +0100,2025-02-27 00:00:01.000 +0100,61.5300
HRK,EUR,2025-02-26 00:00:01.000 +0100,2025-02-27 00:00:01.000 +0100,7.5345
ALL,EUR,2025-02-26 00:00:01.000 +0100,2025-02-27 00:00:01.000 +0100,99.0950
CZK,EUR,2025-02-26 00:00:01.000 +0100,2025-02-27 00:00:01.000 +0100,24.9390
TRY,EUR,2025-02-26 00:00:01.000 +0100,2025-02-27 00:00:01.000 +0100,38.2742
SEK,EUR,2025-02-26 00:00:01.000 +0100,2025-02-27 00:00:01.000 +0100,11.1455
MXN,EUR,2025-02-26 00:00:01.000 +0100,2025-02-27 00:00:01.000 +0100,21.4940
BGN,EUR,2025-02-26 00:00:01.000 +0100,2025-02-27 00:00:01.000 +0100,1.9558
INR,EUR,2025-02-26 00:00:01.000 +0100,2025-02-27 00:00:01.000 +0100,91.5198
PLN,EUR,2025-02-26 00:00:01.000 +0100,2025-02-27 00:00:01.000 +0100,4.1393
RUB,EUR,2025-02-26 00:00:01.000 +0100,2025-02-27 00:00:01.000 +0100,117.2010
HUF,EUR,2025-02-26 00:00:01.000 +0100,2025-02-27 00:00:01.000 +0100,401.2000
GBP,EUR,2025-02-26 00:00:01.000 +0100,2025-02-27 00:00:01.000 +0100,0.8291
NOK,EUR,2025-02-26 00:00:01.000 +0100,2025-02-27 00:00:01.000 +0100,11.6638
CHF,EUR,2025-02-26 00:00:01.000 +0100,2025-02-27 00:00:01.000 +0100,0.9386
UAH,EUR,2025-02-26 00:00:01.000 +0100,2025-02-27 00:00:01.000 +0100,43.8376
BRL,EUR,2025-02-26 00:00:01.000 +0100,2025-02-27 00:00:01.000 +0100,6.0839
USD,EUR,2025-02-26 00:00:01.000 +0100,2025-02-27 00:00:01.000 +0100,1.0497
RON,EUR,2025-02-26 00:00:01.000 +0100,2025-02-27 00:00:01.000 +0100,4.9774
CLP,EUR,2025-02-26 00:00:01.000 +0100,2025-02-27 00:00:01.000 +0100,988.7500
RSD,EUR,2025-02-26 00:00:01.000 +0100,2025-02-27 00:00:01.000 +0100,117.1400
DKK,EUR,2025-02-26 00:00:01.000 +0100,2025-02-27 00:00:01.000 +0100,7.4595
CAD,EUR,2025-02-26 00:00:01.000 +0100,2025-02-27 00:00:01.000 +0100,1.4969
BAM,EUR,2025-02-26 00:00:01.000 +0100,2025-02-27 00:00:01.000 +0100,1.9606
CAD,EUR,2025-02-25 00:00:01.000 +0100,2025-02-26 00:00:01.000 +0100,1.4876
MXN,EUR,2025-02-25 00:00:01.000 +0100,2025-02-26 00:00:01.000 +0100,21.3703
RSD,EUR,2025-02-25 00:00:01.000 +0100,2025-02-26 00:00:01.000 +0100,117.2150
USD,EUR,2025-02-25 00:00:01.000 +0100,2025-02-26 00:00:01.000 +0100,1.0466
CHF,EUR,2025-02-25 00:00:01.000 +0100,2025-02-26 00:00:01.000 +0100,0.9415
PLN,EUR,2025-02-25 00:00:01.000 +0100,2025-02-26 00:00:01.000 +0100,4.1445
SEK,EUR,2025-02-25 00:00:01.000 +0100,2025-02-26 00:00:01.000 +0100,11.1530
RUB,EUR,2025-02-25 00:00:01.000 +0100,2025-02-26 00:00:01.000 +0100,117.2010
HRK,EUR,2025-02-25 00:00:01.000 +0100,2025-02-26 00:00:01.000 +0100,7.5345
GBP,EUR,2025-02-25 00:00:01.000 +0100,2025-02-26 00:00:01.000 +0100,0.8283
CZK,EUR,2025-02-25 00:00:01.000 +0100,2025-02-26 00:00:01.000 +0100,25.0620
BRL,EUR,2025-02-25 00:00:01.000 +0100,2025-02-26 00:00:01.000 +0100,5.9857
TRY,EUR,2025-02-25 00:00:01.000 +0100,2025-02-26 00:00:01.000 +0100,38.0941
UAH,EUR,2025-02-25 00:00:01.000 +0100,2025-02-26 00:00:01.000 +0100,43.7123
MKD,EUR,2025-02-25 00:00:01.000 +0100,2025-02-26 00:00:01.000 +0100,61.5750
BAM,EUR,2025-02-25 00:00:01.000 +0100,2025-02-26 00:00:01.000 +0100,1.9610
INR,EUR,2025-02-25 00:00:01.000 +0100,2025-02-26 00:00:01.000 +0100,90.7663
RON,EUR,2025-02-25 00:00:01.000 +0100,2025-02-26 00:00:01.000 +0100,4.9772
HUF,EUR,2025-02-25 00:00:01.000 +0100,2025-02-26 00:00:01.000 +0100,401.6900
BGN,EUR,2025-02-25 00:00:01.000 +0100,2025-02-26 00:00:01.000 +0100,1.9558
ALL,EUR,2025-02-25 00:00:01.000 +0100,2025-02-26 00:00:01.000 +0100,98.9600
CLP,EUR,2025-02-25 00:00:01.000 +0100,2025-02-26 00:00:01.000 +0100,990.1700
DKK,EUR,2025-02-25 00:00:01.000 +0100,2025-02-26 00:00:01.000 +0100,7.4603
NOK,EUR,2025-02-25 00:00:01.000 +0100,2025-02-26 00:00:01.000 +0100,11.6355
RSD,EUR,2025-02-24 00:00:01.000 +0100,2025-02-25 00:00:01.000 +0100,117.2050
HUF,EUR,2025-02-24 00:00:01.000 +0100,2025-02-25 00:00:01.000 +0100,404.6000
TRY,EUR,2025-02-24 00:00:01.000 +0100,2025-02-25 00:00:01.000 +0100,38.1023
RUB,EUR,2025-02-24 00:00:01.000 +0100,2025-02-25 00:00:01.000 +0100,117.2010
GBP,EUR,2025-02-24 00:00:01.000 +0100,2025-02-25 00:00:01.000 +0100,0.8276
CLP,EUR,2025-02-24 00:00:01.000 +0100,2025-02-25 00:00:01.000 +0100,986.2000
INR,EUR,2025-02-24 00:00:01.000 +0100,2025-02-25 00:00:01.000 +0100,90.6598
RON,EUR,2025-02-24 00:00:01.000 +0100,2025-02-25 00:00:01.000 +0100,4.9773
CHF,EUR,2025-02-24 00:00:01.000 +0100,2025-02-25 00:00:01.000 +0100,0.9420
CZK,EUR,2025-02-24 00:00:01.000 +0100,2025-02-25 00:00:01.000 +0100,25.0820
BRL,EUR,2025-02-24 00:00:01.000 +0100,2025-02-25 00:00:01.000 +0100,5.9751
NOK,EUR,2025-02-24 00:00:01.000 +0100,2025-02-25 00:00:01.000 +0100,11.6290
DKK,EUR,2025-02-24 00:00:01.000 +0100,2025-02-25 00:00:01.000 +0100,7.4588
SEK,EUR,2025-02-24 00:00:01.000 +0100,2025-02-25 00:00:01.000 +0100,11.1425
PLN,EUR,2025-02-24 00:00:01.000 +0100,2025-02-25 00:00:01.000 +0100,4.1683
MXN,EUR,2025-02-24 00:00:01.000 +0100,2025-02-25 00:00:01.000 +0100,21.2714
BAM,EUR,2025-02-24 00:00:01.000 +0100,2025-02-25 00:00:01.000 +0100,1.9608
UAH,EUR,2025-02-24 00:00:01.000 +0100,2025-02-25 00:00:01.000 +0100,43.5356
HRK,EUR,2025-02-24 00:00:01.000 +0100,2025-02-25 00:00:01.000 +0100,7.5345
MKD,EUR,2025-02-24 00:00:01.000 +0100,2025-02-25 00:00:01.000 +0100,61.4550
USD,EUR,2025-02-24 00:00:01.000 +0100,2025-02-25 00:00:01.000 +0100,1.0465
BGN,EUR,2025-02-24 00:00:01.000 +0100,2025-02-25 00:00:01.000 +0100,1.9558
ALL,EUR,2025-02-24 00:00:01.000 +0100,2025-02-25 00:00:01.000 +0100,98.6850
CAD,EUR,2025-02-24 00:00:01.000 +0100,2025-02-25 00:00:01.000 +0100,1.4856
USD,EUR,2025-02-23 00:00:01.000 +0100,2025-02-24 00:00:01.000 +0100,1.0465
RON,EUR,2025-02-23 00:00:01.000 +0100,2025-02-24 00:00:01.000 +0100,4.9773
GBP,EUR,2025-02-23 00:00:01.000 +0100,2025-02-24 00:00:01.000 +0100,0.8276
NOK,EUR,2025-02-23 00:00:01.000 +0100,2025-02-24 00:00:01.000 +0100,11.6290
MXN,EUR,2025-02-23 00:00:01.000 +0100,2025-02-24 00:00:01.000 +0100,21.2714
HRK,EUR,2025-02-23 00:00:01.000 +0100,2025-02-24 00:00:01.000 +0100,7.5345
CZK,EUR,2025-02-23 00:00:01.000 +0100,2025-02-24 00:00:01.000 +0100,25.0820
BRL,EUR,2025-02-23 00:00:01.000 +0100,2025-02-24 00:00:01.000 +0100,5.9751
CLP,EUR,2025-02-23 00:00:01.000 +0100,2025-02-24 00:00:01.000 +0100,986.2000
CAD,EUR,2025-02-23 00:00:01.000 +0100,2025-02-24 00:00:01.000 +0100,1.4856
MKD,EUR,2025-02-23 00:00:01.000 +0100,2025-02-24 00:00:01.000 +0100,61.4550
PLN,EUR,2025-02-23 00:00:01.000 +0100,2025-02-24 00:00:01.000 +0100,4.1683
SEK,EUR,2025-02-23 00:00:01.000 +0100,2025-02-24 00:00:01.000 +0100,11.1425
RUB,EUR,2025-02-23 00:00:01.000 +0100,2025-02-24 00:00:01.000 +0100,117.2010
CHF,EUR,2025-02-23 00:00:01.000 +0100,2025-02-24 00:00:01.000 +0100,0.9420
DKK,EUR,2025-02-23 00:00:01.000 +0100,2025-02-24 00:00:01.000 +0100,7.4588
BGN,EUR,2025-02-23 00:00:01.000 +0100,2025-02-24 00:00:01.000 +0100,1.9558
ALL,EUR,2025-02-23 00:00:01.000 +0100,2025-02-24 00:00:01.000 +0100,98.6850
TRY,EUR,2025-02-23 00:00:01.000 +0100,2025-02-24 00:00:01.000 +0100,38.1023
INR,EUR,2025-02-23 00:00:01.000 +0100,2025-02-24 00:00:01.000 +0100,90.6598
UAH,EUR,2025-02-23 00:00:01.000 +0100,2025-02-24 00:00:01.000 +0100,43.5356
RSD,EUR,2025-02-23 00:00:01.000 +0100,2025-02-24 00:00:01.000 +0100,117.2050
BAM,EUR,2025-02-23 00:00:01.000 +0100,2025-02-24 00:00:01.000 +0100,1.9608
HUF,EUR,2025-02-23 00:00:01.000 +0100,2025-02-24 00:00:01.000 +0100,404.6000
CLP,EUR,2025-02-22 00:00:01.000 +0100,2025-02-23 00:00:01.000 +0100,985.8450
PLN,EUR,2025-02-22 00:00:01.000 +0100,2025-02-23 00:00:01.000 +0100,4.1683
CAD,EUR,2025-02-22 00:00:01.000 +0100,2025-02-23 00:00:01.000 +0100,1.4856
CHF,EUR,2025-02-22 00:00:01.000 +0100,2025-02-23 00:00:01.000 +0100,0.9420
NOK,EUR,2025-02-22 00:00:01.000 +0100,2025-02-23 00:00:01.000 +0100,11.6290
DKK,EUR,2025-02-22 00:00:01.000 +0100,2025-02-23 00:00:01.000 +0100,7.4588
GBP,EUR,2025-02-22 00:00:01.000 +0100,2025-02-23 00:00:01.000 +0100,0.8276
BAM,EUR,2025-02-22 00:00:01.000 +0100,2025-02-23 00:00:01.000 +0100,1.9607
MKD,EUR,2025-02-22 00:00:01.000 +0100,2025-02-23 00:00:01.000 +0100,61.4250
RSD,EUR,2025-02-22 00:00:01.000 +0100,2025-02-23 00:00:01.000 +0100,117.1400
MXN,EUR,2025-02-22 00:00:01.000 +0100,2025-02-23 00:00:01.000 +0100,21.2714
CZK,EUR,2025-02-22 00:00:01.000 +0100,2025-02-23 00:00:01.000 +0100,25.0820
INR,EUR,2025-02-22 00:00:01.000 +0100,2025-02-23 00:00:01.000 +0100,90.6598
HUF,EUR,2025-02-22 00:00:01.000 +0100,2025-02-23 00:00:01.000 +0100,404.6000
USD,EUR,2025-02-22 00:00:01.000 +0100,2025-02-23 00:00:01.000 +0100,1.0465
BGN,EUR,2025-02-22 00:00:01.000 +0100,2025-02-23 00:00:01.000 +0100,1.9558
RON,EUR,2025-02-22 00:00:01.000 +0100,2025-02-23 00:00:01.000 +0100,4.9773
ALL,EUR,2025-02-22 00:00:01.000 +0100,2025-02-23 00:00:01.000 +0100,98.6250
HRK,EUR,2025-02-22 00:00:01.000 +0100,2025-02-23 00:00:01.000 +0100,7.5345
RUB,EUR,2025-02-22 00:00:01.000 +0100,2025-02-23 00:00:01.000 +0100,117.2010
TRY,EUR,2025-02-22 00:00:01.000 +0100,2025-02-23 00:00:01.000 +0100,38.1023
SEK,EUR,2025-02-22 00:00:01.000 +0100,2025-02-23 00:00:01.000 +0100,11.1425
UAH,EUR,2025-02-22 00:00:01.000 +0100,2025-02-23 00:00:01.000 +0100,43.5148
BRL,EUR,2025-02-22 00:00:01.000 +0100,2025-02-23 00:00:01.000 +0100,5.9751
BAM,EUR,2025-02-21 00:00:01.000 +0100,2025-02-22 00:00:01.000 +0100,1.9609
BRL,EUR,2025-02-21 00:00:01.000 +0100,2025-02-22 00:00:01.000 +0100,5.9526
RON,EUR,2025-02-21 00:00:01.000 +0100,2025-02-22 00:00:01.000 +0100,4.9778
CLP,EUR,2025-02-21 00:00:01.000 +0100,2025-02-22 00:00:01.000 +0100,987.0400
CHF,EUR,2025-02-21 00:00:01.000 +0100,2025-02-22 00:00:01.000 +0100,0.9423
CAD,EUR,2025-02-21 00:00:01.000 +0100,2025-02-22 00:00:01.000 +0100,1.4841
MXN,EUR,2025-02-21 00:00:01.000 +0100,2025-02-22 00:00:01.000 +0100,21.2619
HUF,EUR,2025-02-21 00:00:01.000 +0100,2025-02-22 00:00:01.000 +0100,402.0800
GBP,EUR,2025-02-21 00:00:01.000 +0100,2025-02-22 00:00:01.000 +0100,0.8282
NOK,EUR,2025-02-21 00:00:01.000 +0100,2025-02-22 00:00:01.000 +0100,11.6090
USD,EUR,2025-02-21 00:00:01.000 +0100,2025-02-22 00:00:01.000 +0100,1.0443
SEK,EUR,2025-02-21 00:00:01.000 +0100,2025-02-22 00:00:01.000 +0100,11.1660
RSD,EUR,2025-02-21 00:00:01.000 +0100,2025-02-22 00:00:01.000 +0100,117.1700
PLN,EUR,2025-02-21 00:00:01.000 +0100,2025-02-22 00:00:01.000 +0100,4.1605
RUB,EUR,2025-02-21 00:00:01.000 +0100,2025-02-22 00:00:01.000 +0100,117.2010
CZK,EUR,2025-02-21 00:00:01.000 +0100,2025-02-22 00:00:01.000 +0100,25.0730
DKK,EUR,2025-02-21 00:00:01.000 +0100,2025-02-22 00:00:01.000 +0100,7.4590
UAH,EUR,2025-02-21 00:00:01.000 +0100,2025-02-22 00:00:01.000 +0100,43.6154
HRK,EUR,2025-02-21 00:00:01.000 +0100,2025-02-22 00:00:01.000 +0100,7.5345
BGN,EUR,2025-02-21 00:00:01.000 +0100,2025-02-22 00:00:01.000 +0100,1.9558
TRY,EUR,2025-02-21 00:00:01.000 +0100,2025-02-22 00:00:01.000 +0100,37.9226
MKD,EUR,2025-02-21 00:00:01.000 +0100,2025-02-22 00:00:01.000 +0100,61.6850
INR,EUR,2025-02-21 00:00:01.000 +0100,2025-02-22 00:00:01.000 +0100,90.4260
ALL,EUR,2025-02-21 00:00:01.000 +0100,2025-02-22 00:00:01.000 +0100,99.0650
TRY,EUR,2025-02-20 00:00:01.000 +0100,2025-02-21 00:00:01.000 +0100,37.8746
CHF,EUR,2025-02-20 00:00:01.000 +0100,2025-02-21 00:00:01.000 +0100,0.9435
CZK,EUR,2025-02-20 00:00:01.000 +0100,2025-02-21 00:00:01.000 +0100,25.1010
DKK,EUR,2025-02-20 00:00:01.000 +0100,2025-02-21 00:00:01.000 +0100,7.4588
MKD,EUR,2025-02-20 00:00:01.000 +0100,2025-02-21 00:00:01.000 +0100,61.4450
RON,EUR,2025-02-20 00:00:01.000 +0100,2025-02-21 00:00:01.000 +0100,4.9774
INR,EUR,2025-02-20 00:00:01.000 +0100,2025-02-21 00:00:01.000 +0100,90.6420
MXN,EUR,2025-02-20 00:00:01.000 +0100,2025-02-21 00:00:01.000 +0100,21.1954
UAH,EUR,2025-02-20 00:00:01.000 +0100,2025-02-21 00:00:01.000 +0100,43.4670
BAM,EUR,2025-02-20 00:00:01.000 +0100,2025-02-21 00:00:01.000 +0100,1.9604
CLP,EUR,2025-02-20 00:00:01.000 +0100,2025-02-21 00:00:01.000 +0100,991.2000
BGN,EUR,2025-02-20 00:00:01.000 +0100,2025-02-21 00:00:01.000 +0100,1.9558
CAD,EUR,2025-02-20 00:00:01.000 +0100,2025-02-21 00:00:01.000 +0100,1.4821
GBP,EUR,2025-02-20 00:00:01.000 +0100,2025-02-21 00:00:01.000 +0100,0.8284
HUF,EUR,2025-02-20 00:00:01.000 +0100,2025-02-21 00:00:01.000 +0100,402.1300
RSD,EUR,2025-02-20 00:00:01.000 +0100,2025-02-21 00:00:01.000 +0100,117.1750
HRK,EUR,2025-02-20 00:00:01.000 +0100,2025-02-21 00:00:01.000 +0100,7.5345
USD,EUR,2025-02-20 00:00:01.000 +0100,2025-02-21 00:00:01.000 +0100,1.0434
NOK,EUR,2025-02-20 00:00:01.000 +0100,2025-02-21 00:00:01.000 +0100,11.6290
PLN,EUR,2025-02-20 00:00:01.000 +0100,2025-02-21 00:00:01.000 +0100,4.1740
SEK,EUR,2025-02-20 00:00:01.000 +0100,2025-02-21 00:00:01.000 +0100,11.2140
ALL,EUR,2025-02-20 00:00:01.000 +0100,2025-02-21 00:00:01.000 +0100,99.1000
BRL,EUR,2025-02-20 00:00:01.000 +0100,2025-02-21 00:00:01.000 +0100,5.9775
RUB,EUR,2025-02-20 00:00:01.000 +0100,2025-02-21 00:00:01.000 +0100,117.2010
PLN,EUR,2025-02-19 00:00:01.000 +0100,2025-02-20 00:00:01.000 +0100,4.1660
BRL,EUR,2025-02-19 00:00:01.000 +0100,2025-02-20 00:00:01.000 +0100,5.9576
CAD,EUR,2025-02-19 00:00:01.000 +0100,2025-02-20 00:00:01.000 +0100,1.4844
RON,EUR,2025-02-19 00:00:01.000 +0100,2025-02-20 00:00:01.000 +0100,4.9773
BGN,EUR,2025-02-19 00:00:01.000 +0100,2025-02-20 00:00:01.000 +0100,1.9558
NOK,EUR,2025-02-19 00:00:01.000 +0100,2025-02-20 00:00:01.000 +0100,11.6590
CHF,EUR,2025-02-19 00:00:01.000 +0100,2025-02-20 00:00:01.000 +0100,0.9425
DKK,EUR,2025-02-19 00:00:01.000 +0100,2025-02-20 00:00:01.000 +0100,7.4582
RSD,EUR,2025-02-19 00:00:01.000 +0100,2025-02-20 00:00:01.000 +0100,117.1850
USD,EUR,2025-02-19 00:00:01.000 +0100,2025-02-20 00:00:01.000 +0100,1.0447
TRY,EUR,2025-02-19 00:00:01.000 +0100,2025-02-20 00:00:01.000 +0100,37.8958
MKD,EUR,2025-02-19 00:00:01.000 +0100,2025-02-20 00:00:01.000 +0100,61.5750
SEK,EUR,2025-02-19 00:00:01.000 +0100,2025-02-20 00:00:01.000 +0100,11.2115
HRK,EUR,2025-02-19 00:00:01.000 +0100,2025-02-20 00:00:01.000 +0100,7.5345
CLP,EUR,2025-02-19 00:00:01.000 +0100,2025-02-20 00:00:01.000 +0100,997.0900
INR,EUR,2025-02-19 00:00:01.000 +0100,2025-02-20 00:00:01.000 +0100,90.8500
GBP,EUR,2025-02-19 00:00:01.000 +0100,2025-02-20 00:00:01.000 +0100,0.8303
MXN,EUR,2025-02-19 00:00:01.000 +0100,2025-02-20 00:00:01.000 +0100,21.1919
UAH,EUR,2025-02-19 00:00:01.000 +0100,2025-02-20 00:00:01.000 +0100,43.5679
RUB,EUR,2025-02-19 00:00:01.000 +0100,2025-02-20 00:00:01.000 +0100,117.2010
CZK,EUR,2025-02-19 00:00:01.000 +0100,2025-02-20 00:00:01.000 +0100,25.0980
ALL,EUR,2025-02-19 00:00:01.000 +0100,2025-02-20 00:00:01.000 +0100,99.0550
