CURRENCY,BASE,VALID_FROM,VALID_TO,RATE
CLP,EUR,2024-12-28 00:00:01.000 +0100,2024-12-29 00:00:01.000 +0100,1036.3700
HUF,EUR,2024-12-28 00:00:01.000 +0100,2024-12-29 00:00:01.000 +0100,411.4500
RUB,EUR,2024-12-28 00:00:01.000 +0100,2024-12-29 00:00:01.000 +0100,117.2010
BAM,EUR,2024-12-28 00:00:01.000 +0100,2024-12-29 00:00:01.000 +0100,1.9607
RSD,EUR,2024-12-28 00:00:01.000 +0100,2024-12-29 00:00:01.000 +0100,116.9800
RON,EUR,2024-12-28 00:00:01.000 +0100,2024-12-29 00:00:01.000 +0100,4.9769
BRL,EUR,2024-12-28 00:00:01.000 +0100,2024-12-29 00:00:01.000 +0100,6.4586
MXN,EUR,2024-12-28 00:00:01.000 +0100,2024-12-29 00:00:01.000 +0100,21.1453
HRK,EUR,2024-12-28 00:00:01.000 +0100,2024-12-29 00:00:01.000 +0100,7.5345
USD,EUR,2024-12-28 00:00:01.000 +0100,2024-12-29 00:00:01.000 +0100,1.0435
PLN,EUR,2024-12-28 00:00:01.000 +0100,2024-12-29 00:00:01.000 +0100,4.2753
CAD,EUR,2024-12-28 00:00:01.000 +0100,2024-12-29 00:00:01.000 +0100,1.5002
CHF,EUR,2024-12-28 00:00:01.000 +0100,2024-12-29 00:00:01.000 +0100,0.9396
DKK,EUR,2024-12-28 00:00:01.000 +0100,2024-12-29 00:00:01.000 +0100,7.4602
UAH,EUR,2024-12-28 00:00:01.000 +0100,2024-12-29 00:00:01.000 +0100,43.7402
TRY,EUR,2024-12-28 00:00:01.000 +0100,2024-12-29 00:00:01.000 +0100,36.7456
BGN,EUR,2024-12-28 00:00:01.000 +0100,2024-12-29 00:00:01.000 +0100,1.9558
CZK,EUR,2024-12-28 00:00:01.000 +0100,2024-12-29 00:00:01.000 +0100,25.2010
ALL,EUR,2024-12-28 00:00:01.000 +0100,2024-12-29 00:00:01.000 +0100,98.3150
NOK,EUR,2024-12-28 00:00:01.000 +0100,2024-12-29 00:00:01.000 +0100,11.8435
INR,EUR,2024-12-28 00:00:01.000 +0100,2024-12-29 00:00:01.000 +0100,89.2100
PLN,EUR,2024-12-27 00:00:01.000 +0100,2024-12-28 00:00:01.000 +0100,4.2715
SEK,EUR,2024-12-27 00:00:01.000 +0100,2024-12-28 00:00:01.000 +0100,11.5335
BRL,EUR,2024-12-27 00:00:01.000 +0100,2024-12-28 00:00:01.000 +0100,6.4384
TRY,EUR,2024-12-27 00:00:01.000 +0100,2024-12-28 00:00:01.000 +0100,36.6474
BAM,EUR,2024-12-27 00:00:01.000 +0100,2024-12-28 00:00:01.000 +0100,1.9608
ALL,EUR,2024-12-27 00:00:01.000 +0100,2024-12-28 00:00:01.000 +0100,98.2050
HRK,EUR,2024-12-27 00:00:01.000 +0100,2024-12-28 00:00:01.000 +0100,7.5345
CZK,EUR,2024-12-27 00:00:01.000 +0100,2024-12-28 00:00:01.000 +0100,25.1350
GBP,EUR,2024-12-27 00:00:01.000 +0100,2024-12-28 00:00:01.000 +0100,0.8281
RON,EUR,2024-12-27 00:00:01.000 +0100,2024-12-28 00:00:01.000 +0100,4.9745
MXN,EUR,2024-12-27 00:00:01.000 +0100,2024-12-28 00:00:01.000 +0100,20.9490
MKD,EUR,2024-12-27 00:00:01.000 +0100,2024-12-28 00:00:01.000 +0100,61.6250
UAH,EUR,2024-12-27 00:00:01.000 +0100,2024-12-28 00:00:01.000 +0100,43.5931
BGN,EUR,2024-12-27 00:00:01.000 +0100,2024-12-28 00:00:01.000 +0100,1.9558
RUB,EUR,2024-12-27 00:00:01.000 +0100,2024-12-28 00:00:01.000 +0100,117.2010
CAD,EUR,2024-12-27 00:00:01.000 +0100,2024-12-28 00:00:01.000 +0100,1.4988
USD,EUR,2024-12-27 00:00:01.000 +0100,2024-12-28 00:00:01.000 +0100,1.0395
CHF,EUR,2024-12-27 00:00:01.000 +0100,2024-12-28 00:00:01.000 +0100,0.9358
DKK,EUR,2024-12-27 00:00:01.000 +0100,2024-12-28 00:00:01.000 +0100,7.4608
INR,EUR,2024-12-27 00:00:01.000 +0100,2024-12-28 00:00:01.000 +0100,88.5275
RSD,EUR,2024-12-27 00:00:01.000 +0100,2024-12-28 00:00:01.000 +0100,117.0150
NOK,EUR,2024-12-27 00:00:01.000 +0100,2024-12-28 00:00:01.000 +0100,11.8490
HUF,EUR,2024-12-27 00:00:01.000 +0100,2024-12-28 00:00:01.000 +0100,411.7300
CLP,EUR,2024-12-27 00:00:01.000 +0100,2024-12-28 00:00:01.000 +0100,1031.5050
PLN,EUR,2024-12-26 00:00:01.000 +0100,2024-12-27 00:00:01.000 +0100,4.2715
TRY,EUR,2024-12-26 00:00:01.000 +0100,2024-12-27 00:00:01.000 +0100,36.6474
RON,EUR,2024-12-26 00:00:01.000 +0100,2024-12-27 00:00:01.000 +0100,4.9745
CZK,EUR,2024-12-26 00:00:01.000 +0100,2024-12-27 00:00:01.000 +0100,25.1350
USD,EUR,2024-12-26 00:00:01.000 +0100,2024-12-27 00:00:01.000 +0100,1.0395
MKD,EUR,2024-12-26 00:00:01.000 +0100,2024-12-27 00:00:01.000 +0100,61.5400
BRL,EUR,2024-12-26 00:00:01.000 +0100,2024-12-27 00:00:01.000 +0100,6.4384
BAM,EUR,2024-12-26 00:00:01.000 +0100,2024-12-27 00:00:01.000 +0100,1.9608
CHF,EUR,2024-12-26 00:00:01.000 +0100,2024-12-27 00:00:01.000 +0100,0.9358
BGN,EUR,2024-12-26 00:00:01.000 +0100,2024-12-27 00:00:01.000 +0100,1.9558
SEK,EUR,2024-12-26 00:00:01.000 +0100,2024-12-27 00:00:01.000 +0100,11.5335
ALL,EUR,2024-12-26 00:00:01.000 +0100,2024-12-27 00:00:01.000 +0100,98.6700
CAD,EUR,2024-12-26 00:00:01.000 +0100,2024-12-27 00:00:01.000 +0100,1.4988
GBP,EUR,2024-12-26 00:00:01.000 +0100,2024-12-27 00:00:01.000 +0100,0.8281
RSD,EUR,2024-12-26 00:00:01.000 +0100,2024-12-27 00:00:01.000 +0100,116.8900
HRK,EUR,2024-12-26 00:00:01.000 +0100,2024-12-27 00:00:01.000 +0100,7.5345
DKK,EUR,2024-12-26 00:00:01.000 +0100,2024-12-27 00:00:01.000 +0100,7.4608
HUF,EUR,2024-12-26 00:00:01.000 +0100,2024-12-27 00:00:01.000 +0100,411.7300
NOK,EUR,2024-12-26 00:00:01.000 +0100,2024-12-27 00:00:01.000 +0100,11.8490
CLP,EUR,2024-12-26 00:00:01.000 +0100,2024-12-27 00:00:01.000 +0100,1031.5400
RUB,EUR,2024-12-26 00:00:01.000 +0100,2024-12-27 00:00:01.000 +0100,117.2010
MXN,EUR,2024-12-26 00:00:01.000 +0100,2024-12-27 00:00:01.000 +0100,20.9490
INR,EUR,2024-12-26 00:00:01.000 +0100,2024-12-27 00:00:01.000 +0100,88.5275
UAH,EUR,2024-12-26 00:00:01.000 +0100,2024-12-27 00:00:01.000 +0100,43.5764
ALL,EUR,2024-12-25 00:00:01.000 +0100,2024-12-26 00:00:01.000 +0100,98.4450
CLP,EUR,2024-12-25 00:00:01.000 +0100,2024-12-26 00:00:01.000 +0100,1029.8100
PLN,EUR,2024-12-25 00:00:01.000 +0100,2024-12-26 00:00:01.000 +0100,4.2715
NOK,EUR,2024-12-25 00:00:01.000 +0100,2024-12-26 00:00:01.000 +0100,11.8490
DKK,EUR,2024-12-25 00:00:01.000 +0100,2024-12-26 00:00:01.000 +0100,7.4608
USD,EUR,2024-12-25 00:00:01.000 +0100,2024-12-26 00:00:01.000 +0100,1.0395
HUF,EUR,2024-12-25 00:00:01.000 +0100,2024-12-26 00:00:01.000 +0100,411.7300
INR,EUR,2024-12-25 00:00:01.000 +0100,2024-12-26 00:00:01.000 +0100,88.5275
HRK,EUR,2024-12-25 00:00:01.000 +0100,2024-12-26 00:00:01.000 +0100,7.5345
BRL,EUR,2024-12-25 00:00:01.000 +0100,2024-12-26 00:00:01.000 +0100,6.4384
RSD,EUR,2024-12-25 00:00:01.000 +0100,2024-12-26 00:00:01.000 +0100,116.8900
RON,EUR,2024-12-25 00:00:01.000 +0100,2024-12-26 00:00:01.000 +0100,4.9745
MKD,EUR,2024-12-25 00:00:01.000 +0100,2024-12-26 00:00:01.000 +0100,61.5100
SEK,EUR,2024-12-25 00:00:01.000 +0100,2024-12-26 00:00:01.000 +0100,11.5335
CZK,EUR,2024-12-25 00:00:01.000 +0100,2024-12-26 00:00:01.000 +0100,25.1350
BAM,EUR,2024-12-25 00:00:01.000 +0100,2024-12-26 00:00:01.000 +0100,1.9607
RUB,EUR,2024-12-25 00:00:01.000 +0100,2024-12-26 00:00:01.000 +0100,117.2010
CAD,EUR,2024-12-25 00:00:01.000 +0100,2024-12-26 00:00:01.000 +0100,1.4988
TRY,EUR,2024-12-25 00:00:01.000 +0100,2024-12-26 00:00:01.000 +0100,36.6474
BGN,EUR,2024-12-25 00:00:01.000 +0100,2024-12-26 00:00:01.000 +0100,1.9558
CHF,EUR,2024-12-25 00:00:01.000 +0100,2024-12-26 00:00:01.000 +0100,0.9358
GBP,EUR,2024-12-25 00:00:01.000 +0100,2024-12-26 00:00:01.000 +0100,0.8281
MXN,EUR,2024-12-25 00:00:01.000 +0100,2024-12-26 00:00:01.000 +0100,20.9490
UAH,EUR,2024-12-25 00:00:01.000 +0100,2024-12-26 00:00:01.000 +0100,43.6079
INR,EUR,2024-12-24 00:00:01.000 +0100,2024-12-25 00:00:01.000 +0100,88.4635
TRY,EUR,2024-12-24 00:00:01.000 +0100,2024-12-25 00:00:01.000 +0100,36.6032
RSD,EUR,2024-12-24 00:00:01.000 +0100,2024-12-25 00:00:01.000 +0100,117.0250
HRK,EUR,2024-12-24 00:00:01.000 +0100,2024-12-25 00:00:01.000 +0100,7.5345
RUB,EUR,2024-12-24 00:00:01.000 +0100,2024-12-25 00:00:01.000 +0100,117.2010
GBP,EUR,2024-12-24 00:00:01.000 +0100,2024-12-25 00:00:01.000 +0100,0.8300
MKD,EUR,2024-12-24 00:00:01.000 +0100,2024-12-25 00:00:01.000 +0100,61.5600
CZK,EUR,2024-12-24 00:00:01.000 +0100,2024-12-25 00:00:01.000 +0100,25.1650
HUF,EUR,2024-12-24 00:00:01.000 +0100,2024-12-25 00:00:01.000 +0100,414.7000
CLP,EUR,2024-12-24 00:00:01.000 +0100,2024-12-25 00:00:01.000 +0100,1032.3100
BAM,EUR,2024-12-24 00:00:01.000 +0100,2024-12-25 00:00:01.000 +0100,1.9612
UAH,EUR,2024-12-24 00:00:01.000 +0100,2024-12-25 00:00:01.000 +0100,43.7080
USD,EUR,2024-12-24 00:00:01.000 +0100,2024-12-25 00:00:01.000 +0100,1.0393
CHF,EUR,2024-12-24 00:00:01.000 +0100,2024-12-25 00:00:01.000 +0100,0.9336
NOK,EUR,2024-12-24 00:00:01.000 +0100,2024-12-25 00:00:01.000 +0100,11.8070
MXN,EUR,2024-12-24 00:00:01.000 +0100,2024-12-25 00:00:01.000 +0100,21.0069
PLN,EUR,2024-12-24 00:00:01.000 +0100,2024-12-25 00:00:01.000 +0100,4.2753
DKK,EUR,2024-12-24 00:00:01.000 +0100,2024-12-25 00:00:01.000 +0100,7.4590
CAD,EUR,2024-12-24 00:00:01.000 +0100,2024-12-25 00:00:01.000 +0100,1.4978
BRL,EUR,2024-12-24 00:00:01.000 +0100,2024-12-25 00:00:01.000 +0100,6.3916
RON,EUR,2024-12-24 00:00:01.000 +0100,2024-12-25 00:00:01.000 +0100,4.9763
BGN,EUR,2024-12-24 00:00:01.000 +0100,2024-12-25 00:00:01.000 +0100,1.9558
SEK,EUR,2024-12-24 00:00:01.000 +0100,2024-12-25 00:00:01.000 +0100,11.4840
ALL,EUR,2024-12-24 00:00:01.000 +0100,2024-12-25 00:00:01.000 +0100,98.4950
HRK,EUR,2024-12-23 00:00:01.000 +0100,2024-12-24 00:00:01.000 +0100,7.5345
MKD,EUR,2024-12-23 00:00:01.000 +0100,2024-12-24 00:00:01.000 +0100,61.7850
NOK,EUR,2024-12-23 00:00:01.000 +0100,2024-12-24 00:00:01.000 +0100,11.8685
BRL,EUR,2024-12-23 00:00:01.000 +0100,2024-12-24 00:00:01.000 +0100,6.3173
GBP,EUR,2024-12-23 00:00:01.000 +0100,2024-12-24 00:00:01.000 +0100,0.8297
BAM,EUR,2024-12-23 00:00:01.000 +0100,2024-12-24 00:00:01.000 +0100,1.9607
SEK,EUR,2024-12-23 00:00:01.000 +0100,2024-12-24 00:00:01.000 +0100,11.4760
CZK,EUR,2024-12-23 00:00:01.000 +0100,2024-12-24 00:00:01.000 +0100,25.1210
CHF,EUR,2024-12-23 00:00:01.000 +0100,2024-12-24 00:00:01.000 +0100,0.9297
HUF,EUR,2024-12-23 00:00:01.000 +0100,2024-12-24 00:00:01.000 +0100,414.1800
RSD,EUR,2024-12-23 00:00:01.000 +0100,2024-12-24 00:00:01.000 +0100,117.0300
BGN,EUR,2024-12-23 00:00:01.000 +0100,2024-12-24 00:00:01.000 +0100,1.9558
RON,EUR,2024-12-23 00:00:01.000 +0100,2024-12-24 00:00:01.000 +0100,4.9762
USD,EUR,2024-12-23 00:00:01.000 +0100,2024-12-24 00:00:01.000 +0100,1.0390
CAD,EUR,2024-12-23 00:00:01.000 +0100,2024-12-24 00:00:01.000 +0100,1.4946
MXN,EUR,2024-12-23 00:00:01.000 +0100,2024-12-24 00:00:01.000 +0100,21.0194
INR,EUR,2024-12-23 00:00:01.000 +0100,2024-12-24 00:00:01.000 +0100,88.3550
PLN,EUR,2024-12-23 00:00:01.000 +0100,2024-12-24 00:00:01.000 +0100,4.2623
DKK,EUR,2024-12-23 00:00:01.000 +0100,2024-12-24 00:00:01.000 +0100,7.4614
RUB,EUR,2024-12-23 00:00:01.000 +0100,2024-12-24 00:00:01.000 +0100,117.2010
CLP,EUR,2024-12-23 00:00:01.000 +0100,2024-12-24 00:00:01.000 +0100,1031.6850
ALL,EUR,2024-12-23 00:00:01.000 +0100,2024-12-24 00:00:01.000 +0100,98.6150
UAH,EUR,2024-12-23 00:00:01.000 +0100,2024-12-24 00:00:01.000 +0100,43.7591
TRY,EUR,2024-12-23 00:00:01.000 +0100,2024-12-24 00:00:01.000 +0100,36.5544
CZK,EUR,2024-12-22 00:00:01.000 +0100,2024-12-23 00:00:01.000 +0100,25.1210
HUF,EUR,2024-12-22 00:00:01.000 +0100,2024-12-23 00:00:01.000 +0100,414.1800
TRY,EUR,2024-12-22 00:00:01.000 +0100,2024-12-23 00:00:01.000 +0100,36.5544
PLN,EUR,2024-12-22 00:00:01.000 +0100,2024-12-23 00:00:01.000 +0100,4.2623
SEK,EUR,2024-12-22 00:00:01.000 +0100,2024-12-23 00:00:01.000 +0100,11.4760
NOK,EUR,2024-12-22 00:00:01.000 +0100,2024-12-23 00:00:01.000 +0100,11.8685
CLP,EUR,2024-12-22 00:00:01.000 +0100,2024-12-23 00:00:01.000 +0100,1031.6850
CHF,EUR,2024-12-22 00:00:01.000 +0100,2024-12-23 00:00:01.000 +0100,0.9297
BGN,EUR,2024-12-22 00:00:01.000 +0100,2024-12-23 00:00:01.000 +0100,1.9558
BRL,EUR,2024-12-22 00:00:01.000 +0100,2024-12-23 00:00:01.000 +0100,6.3173
BAM,EUR,2024-12-22 00:00:01.000 +0100,2024-12-23 00:00:01.000 +0100,1.9607
USD,EUR,2024-12-22 00:00:01.000 +0100,2024-12-23 00:00:01.000 +0100,1.0390
RSD,EUR,2024-12-22 00:00:01.000 +0100,2024-12-23 00:00:01.000 +0100,117.0300
RUB,EUR,2024-12-22 00:00:01.000 +0100,2024-12-23 00:00:01.000 +0100,117.2010
CAD,EUR,2024-12-22 00:00:01.000 +0100,2024-12-23 00:00:01.000 +0100,1.4946
HRK,EUR,2024-12-22 00:00:01.000 +0100,2024-12-23 00:00:01.000 +0100,7.5345
DKK,EUR,2024-12-22 00:00:01.000 +0100,2024-12-23 00:00:01.000 +0100,7.4614
INR,EUR,2024-12-22 00:00:01.000 +0100,2024-12-23 00:00:01.000 +0100,88.3550
UAH,EUR,2024-12-22 00:00:01.000 +0100,2024-12-23 00:00:01.000 +0100,43.7591
GBP,EUR,2024-12-22 00:00:01.000 +0100,2024-12-23 00:00:01.000 +0100,0.8297
MKD,EUR,2024-12-22 00:00:01.000 +0100,2024-12-23 00:00:01.000 +0100,61.7850
ALL,EUR,2024-12-22 00:00:01.000 +0100,2024-12-23 00:00:01.000 +0100,98.6150
RON,EUR,2024-12-22 00:00:01.000 +0100,2024-12-23 00:00:01.000 +0100,4.9762
MXN,EUR,2024-12-22 00:00:01.000 +0100,2024-12-23 00:00:01.000 +0100,21.0194
HUF,EUR,2024-12-21 00:00:01.000 +0100,2024-12-22 00:00:01.000 +0100,414.1800
CHF,EUR,2024-12-21 00:00:01.000 +0100,2024-12-22 00:00:01.000 +0100,0.9297
BGN,EUR,2024-12-21 00:00:01.000 +0100,2024-12-22 00:00:01.000 +0100,1.9558
CZK,EUR,2024-12-21 00:00:01.000 +0100,2024-12-22 00:00:01.000 +0100,25.1210
BRL,EUR,2024-12-21 00:00:01.000 +0100,2024-12-22 00:00:01.000 +0100,6.3173
MKD,EUR,2024-12-21 00:00:01.000 +0100,2024-12-22 00:00:01.000 +0100,61.6200
CAD,EUR,2024-12-21 00:00:01.000 +0100,2024-12-22 00:00:01.000 +0100,1.4946
UAH,EUR,2024-12-21 00:00:01.000 +0100,2024-12-22 00:00:01.000 +0100,43.6395
RSD,EUR,2024-12-21 00:00:01.000 +0100,2024-12-22 00:00:01.000 +0100,117.0100
PLN,EUR,2024-12-21 00:00:01.000 +0100,2024-12-22 00:00:01.000 +0100,4.2623
GBP,EUR,2024-12-21 00:00:01.000 +0100,2024-12-22 00:00:01.000 +0100,0.8297
SEK,EUR,2024-12-21 00:00:01.000 +0100,2024-12-22 00:00:01.000 +0100,11.4760
CLP,EUR,2024-12-21 00:00:01.000 +0100,2024-12-22 00:00:01.000 +0100,1031.0650
NOK,EUR,2024-12-21 00:00:01.000 +0100,2024-12-22 00:00:01.000 +0100,11.8685
BAM,EUR,2024-12-21 00:00:01.000 +0100,2024-12-22 00:00:01.000 +0100,1.9607
ALL,EUR,2024-12-21 00:00:01.000 +0100,2024-12-22 00:00:01.000 +0100,98.4500
INR,EUR,2024-12-21 00:00:01.000 +0100,2024-12-22 00:00:01.000 +0100,88.3550
MXN,EUR,2024-12-21 00:00:01.000 +0100,2024-12-22 00:00:01.000 +0100,21.0194
DKK,EUR,2024-12-21 00:00:01.000 +0100,2024-12-22 00:00:01.000 +0100,7.4614
RUB,EUR,2024-12-21 00:00:01.000 +0100,2024-12-22 00:00:01.000 +0100,117.2010
RON,EUR,2024-12-21 00:00:01.000 +0100,2024-12-22 00:00:01.000 +0100,4.9762
TRY,EUR,2024-12-21 00:00:01.000 +0100,2024-12-22 00:00:01.000 +0100,36.5544
HRK,EUR,2024-12-21 00:00:01.000 +0100,2024-12-22 00:00:01.000 +0100,7.5345
USD,EUR,2024-12-21 00:00:01.000 +0100,2024-12-22 00:00:01.000 +0100,1.0390
DKK,EUR,2024-12-20 00:00:01.000 +0100,2024-12-21 00:00:01.000 +0100,7.4613
SEK,EUR,2024-12-20 00:00:01.000 +0100,2024-12-21 00:00:01.000 +0100,11.4625
GBP,EUR,2024-12-20 00:00:01.000 +0100,2024-12-21 00:00:01.000 +0100,0.8245
HRK,EUR,2024-12-20 00:00:01.000 +0100,2024-12-21 00:00:01.000 +0100,7.5345
ALL,EUR,2024-12-20 00:00:01.000 +0100,2024-12-21 00:00:01.000 +0100,97.9000
CHF,EUR,2024-12-20 00:00:01.000 +0100,2024-12-21 00:00:01.000 +0100,0.9319
CAD,EUR,2024-12-20 00:00:01.000 +0100,2024-12-21 00:00:01.000 +0100,1.4930
CLP,EUR,2024-12-20 00:00:01.000 +0100,2024-12-21 00:00:01.000 +0100,1031.8750
BGN,EUR,2024-12-20 00:00:01.000 +0100,2024-12-21 00:00:01.000 +0100,1.9558
CZK,EUR,2024-12-20 00:00:01.000 +0100,2024-12-21 00:00:01.000 +0100,25.1270
MXN,EUR,2024-12-20 00:00:01.000 +0100,2024-12-21 00:00:01.000 +0100,21.1339
NOK,EUR,2024-12-20 00:00:01.000 +0100,2024-12-21 00:00:01.000 +0100,11.8143
USD,EUR,2024-12-20 00:00:01.000 +0100,2024-12-21 00:00:01.000 +0100,1.0395
BAM,EUR,2024-12-20 00:00:01.000 +0100,2024-12-21 00:00:01.000 +0100,1.9607
HUF,EUR,2024-12-20 00:00:01.000 +0100,2024-12-21 00:00:01.000 +0100,416.0500
RON,EUR,2024-12-20 00:00:01.000 +0100,2024-12-21 00:00:01.000 +0100,4.9760
TRY,EUR,2024-12-20 00:00:01.000 +0100,2024-12-21 00:00:01.000 +0100,36.4565
PLN,EUR,2024-12-20 00:00:01.000 +0100,2024-12-21 00:00:01.000 +0100,4.2500
RUB,EUR,2024-12-20 00:00:01.000 +0100,2024-12-21 00:00:01.000 +0100,117.2010
INR,EUR,2024-12-20 00:00:01.000 +0100,2024-12-21 00:00:01.000 +0100,88.4810
UAH,EUR,2024-12-20 00:00:01.000 +0100,2024-12-21 00:00:01.000 +0100,43.4669
BRL,EUR,2024-12-20 00:00:01.000 +0100,2024-12-21 00:00:01.000 +0100,6.5335
RSD,EUR,2024-12-20 00:00:01.000 +0100,2024-12-21 00:00:01.000 +0100,117.0000
MKD,EUR,2024-12-20 00:00:01.000 +0100,2024-12-21 00:00:01.000 +0100,61.3600
INR,EUR,2024-12-19 00:00:01.000 +0100,2024-12-20 00:00:01.000 +0100,89.1610
RSD,EUR,2024-12-19 00:00:01.000 +0100,2024-12-20 00:00:01.000 +0100,116.9700
HUF,EUR,2024-12-19 00:00:01.000 +0100,2024-12-20 00:00:01.000 +0100,410.8800
GBP,EUR,2024-12-19 00:00:01.000 +0100,2024-12-20 00:00:01.000 +0100,0.8252
CHF,EUR,2024-12-19 00:00:01.000 +0100,2024-12-20 00:00:01.000 +0100,0.9382
CLP,EUR,2024-12-19 00:00:01.000 +0100,2024-12-20 00:00:01.000 +0100,1040.3000
USD,EUR,2024-12-19 00:00:01.000 +0100,2024-12-20 00:00:01.000 +0100,1.0496
RON,EUR,2024-12-19 00:00:01.000 +0100,2024-12-20 00:00:01.000 +0100,4.9752
CAD,EUR,2024-12-19 00:00:01.000 +0100,2024-12-20 00:00:01.000 +0100,1.5022
MKD,EUR,2024-12-19 00:00:01.000 +0100,2024-12-20 00:00:01.000 +0100,61.4750
PLN,EUR,2024-12-19 00:00:01.000 +0100,2024-12-20 00:00:01.000 +0100,4.2578
BGN,EUR,2024-12-19 00:00:01.000 +0100,2024-12-20 00:00:01.000 +0100,1.9558
MXN,EUR,2024-12-19 00:00:01.000 +0100,2024-12-20 00:00:01.000 +0100,21.1393
CZK,EUR,2024-12-19 00:00:01.000 +0100,2024-12-20 00:00:01.000 +0100,25.1270
TRY,EUR,2024-12-19 00:00:01.000 +0100,2024-12-20 00:00:01.000 +0100,36.7556
UAH,EUR,2024-12-19 00:00:01.000 +0100,2024-12-20 00:00:01.000 +0100,43.9720
RUB,EUR,2024-12-19 00:00:01.000 +0100,2024-12-20 00:00:01.000 +0100,117.2010
ALL,EUR,2024-12-19 00:00:01.000 +0100,2024-12-20 00:00:01.000 +0100,98.1450
BRL,EUR,2024-12-19 00:00:01.000 +0100,2024-12-20 00:00:01.000 +0100,6.4544
DKK,EUR,2024-12-19 00:00:01.000 +0100,2024-12-20 00:00:01.000 +0100,7.4606
BAM,EUR,2024-12-19 00:00:01.000 +0100,2024-12-20 00:00:01.000 +0100,1.9608
NOK,EUR,2024-12-19 00:00:01.000 +0100,2024-12-20 00:00:01.000 +0100,11.7620
SEK,EUR,2024-12-19 00:00:01.000 +0100,2024-12-20 00:00:01.000 +0100,11.4895
HRK,EUR,2024-12-19 00:00:01.000 +0100,2024-12-20 00:00:01.000 +0100,7.5345
DKK,EUR,2024-12-18 00:00:01.000 +0100,2024-12-19 00:00:01.000 +0100,7.4590
HRK,EUR,2024-12-18 00:00:01.000 +0100,2024-12-19 00:00:01.000 +0100,7.5345
HUF,EUR,2024-12-18 00:00:01.000 +0100,2024-12-19 00:00:01.000 +0100,409.4500
UAH,EUR,2024-12-18 00:00:01.000 +0100,2024-12-19 00:00:01.000 +0100,43.9910
RUB,EUR,2024-12-18 00:00:01.000 +0100,2024-12-19 00:00:01.000 +0100,117.2010
RON,EUR,2024-12-18 00:00:01.000 +0100,2024-12-19 00:00:01.000 +0100,4.9753
TRY,EUR,2024-12-18 00:00:01.000 +0100,2024-12-19 00:00:01.000 +0100,36.7302
MKD,EUR,2024-12-18 00:00:01.000 +0100,2024-12-19 00:00:01.000 +0100,61.5500
RSD,EUR,2024-12-18 00:00:01.000 +0100,2024-12-19 00:00:01.000 +0100,117.0250
CHF,EUR,2024-12-18 00:00:01.000 +0100,2024-12-19 00:00:01.000 +0100,0.9413
MXN,EUR,2024-12-18 00:00:01.000 +0100,2024-12-19 00:00:01.000 +0100,21.1368
PLN,EUR,2024-12-18 00:00:01.000 +0100,2024-12-19 00:00:01.000 +0100,4.2635
SEK,EUR,2024-12-18 00:00:01.000 +0100,2024-12-19 00:00:01.000 +0100,11.4720
CAD,EUR,2024-12-18 00:00:01.000 +0100,2024-12-19 00:00:01.000 +0100,1.4995
BRL,EUR,2024-12-18 00:00:01.000 +0100,2024-12-19 00:00:01.000 +0100,6.4584
INR,EUR,2024-12-18 00:00:01.000 +0100,2024-12-19 00:00:01.000 +0100,89.1400
GBP,EUR,2024-12-18 00:00:01.000 +0100,2024-12-19 00:00:01.000 +0100,0.8265
BAM,EUR,2024-12-18 00:00:01.000 +0100,2024-12-19 00:00:01.000 +0100,1.9609
NOK,EUR,2024-12-18 00:00:01.000 +0100,2024-12-19 00:00:01.000 +0100,11.7635
USD,EUR,2024-12-18 00:00:01.000 +0100,2024-12-19 00:00:01.000 +0100,1.0497
CZK,EUR,2024-12-18 00:00:01.000 +0100,2024-12-19 00:00:01.000 +0100,25.0640
BGN,EUR,2024-12-18 00:00:01.000 +0100,2024-12-19 00:00:01.000 +0100,1.9558
CLP,EUR,2024-12-18 00:00:01.000 +0100,2024-12-19 00:00:01.000 +0100,1037.0800
ALL,EUR,2024-12-18 00:00:01.000 +0100,2024-12-19 00:00:01.000 +0100,98.3700
CHF,EUR,2024-12-17 00:00:01.000 +0100,2024-12-18 00:00:01.000 +0100,0.9372
BRL,EUR,2024-12-17 00:00:01.000 +0100,2024-12-18 00:00:01.000 +0100,6.3397
RSD,EUR,2024-12-17 00:00:01.000 +0100,2024-12-18 00:00:01.000 +0100,116.8750
CLP,EUR,2024-12-17 00:00:01.000 +0100,2024-12-18 00:00:01.000 +0100,1039.9800
UAH,EUR,2024-12-17 00:00:01.000 +0100,2024-12-18 00:00:01.000 +0100,43.8963
SEK,EUR,2024-12-17 00:00:01.000 +0100,2024-12-18 00:00:01.000 +0100,11.4541
GBP,EUR,2024-12-17 00:00:01.000 +0100,2024-12-18 00:00:01.000 +0100,0.8295
BAM,EUR,2024-12-17 00:00:01.000 +0100,2024-12-18 00:00:01.000 +0100,1.9607
NOK,EUR,2024-12-17 00:00:01.000 +0100,2024-12-18 00:00:01.000 +0100,11.7160
DKK,EUR,2024-12-17 00:00:01.000 +0100,2024-12-18 00:00:01.000 +0100,7.4588
USD,EUR,2024-12-17 00:00:01.000 +0100,2024-12-18 00:00:01.000 +0100,1.0498
RON,EUR,2024-12-17 00:00:01.000 +0100,2024-12-18 00:00:01.000 +0100,4.9763
BGN,EUR,2024-12-17 00:00:01.000 +0100,2024-12-18 00:00:01.000 +0100,1.9558
